,Unnamed: 0,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,PER_norm,TS%_norm,USG%_norm,WS/48_norm,BPM_norm,VORP_norm,PerfScore
371,371,Troy Brown Jr.,24.0,MIN,SF,37.0,3.0,410.0,11.6,0.603,0.712,0.186,4.1,15.4,10.0,11.7,1.0,0.4,12.4,15.7,0.4,0.6,1.0,0.118,-0.2,0.5,0.4,0.2,none,-0.11714078251056495,0.5312223297546829,-0.3496509916192004,0.44378608366407934,0.45046783875422125,-0.19132439807596371,0.12789334666120908
372,372,Troy Brown Jr.,24.0,DET,SF,22.0,12.0,417.0,5.9,0.406,0.528,0.139,2.9,16.6,9.6,7.8,1.8,0.2,9.5,12.9,-0.5,0.3,-0.2,-0.021,-5.3,-0.2,-5.5,-0.4,none,-0.9743657752232507,-1.2537404565275345,-0.7986544584243148,-0.814593190206047,-0.6420678339290451,-0.7131182110104104,-0.8660899875534338
373,373,Marcus Morris,34.0,2TM,PF,49.0,7.0,817.0,9.9,0.558,0.451,0.167,3.1,15.2,9.1,6.1,0.9,1.4,9.6,16.6,0.2,0.8,1.0,0.06,-2.5,-1.3,-3.8,-0.4,none,-0.37280437682838347,0.123489713598847,-0.20532844871755604,-0.08129303780690861,-0.32726941976607,-0.7131182110104104,-0.26272063008841356
374,374,Marcus Morris,34.0,PHI,PF,37.0,7.0,637.0,10.5,0.559,0.439,0.176,3.1,16.1,9.4,5.7,1.0,1.6,7.9,16.3,0.3,0.6,1.0,0.073,-2.3,-1.1,-3.4,-0.2,none,-0.2825701670691534,0.13255043840231004,-0.25343596301810417,0.03639711010900247,-0.2531992046688994,-0.5391869400322614,-0.19324078771285094
375,375,Marcus Morris,34.0,CLE,PF,12.0,0.0,180.0,8.0,0.552,0.492,0.136,3.2,12.3,7.8,7.7,0.5,1.0,15.0,18.0,-0.1,0.2,0.1,0.015,-3.2,-1.9,-5.1,-0.1,none,-0.6585460410659455,0.06912536477806874,0.019173284685001065,-0.48868201136198547,-0.5679976188318744,-0.45222130454318704,-0.3465247210566538
376,376,Caleb Houstan,21.0,ORL,SF,59.0,13.0,815.0,8.3,0.582,0.937,0.126,4.0,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,0.089,-1.4,-0.5,-1.9,0.0,none,-0.6134289361863303,0.340947108881959,-0.8627978108250456,0.18124652292858537,0.024564101945490337,-0.3652556690541126,-0.21578744705157568
377,377,Ben Sheppard,22.0,IND,SG,57.0,1.0,814.0,8.1,0.524,0.681,0.114,2.1,10.3,6.2,7.5,1.9,0.2,5.9,13.2,0.3,0.4,0.8,0.046,-3.3,-0.1,-3.4,-0.3,none,-0.6435070061060738,-0.18457492971889647,-0.750546944123767,-0.20803627402404362,-0.2531992046688994,-0.6261525755213359,-0.44433615569383594
378,378,Jake LaRavia,22.0,MEM,PF,35.0,6.0,806.0,12.6,0.54,0.515,0.36,6.7,10.9,8.7,11.1,1.8,1.4,11.4,21.1,0.3,0.8,1.0,0.062,-1.4,-1.0,-2.5,-0.1,none,0.03324956708815187,-0.03960333286348777,0.516284265790664,-0.06318686120446074,-0.08654122070026557,-0.45222130454318704,-0.015336481072097535
379,379,Bismack Biyombo,31.0,2TM,C,40.0,27.0,791.0,9.9,0.562,0.0,0.412,8.3,21.1,14.5,9.5,0.7,4.4,21.3,10.7,0.1,1.0,1.1,0.066,-4.8,1.4,-3.4,-0.3,none,-0.37280437682838347,0.15973261281269918,-1.1514428966283337,-0.026974507999564978,-0.2531992046688994,-0.6261525755213359,-0.37847349147230297
380,380,Bismack Biyombo,31.0,MEM,C,30.0,27.0,718.0,10.0,0.56,0.0,0.387,8.3,21.3,14.5,10.1,0.7,4.4,21.4,10.6,0.1,0.9,1.0,0.066,-4.8,1.6,-3.2,-0.2,none,-0.35776534186851183,0.14161116320577308,-1.1674787347285163,-0.026974507999564978,-0.21616409712031415,-0.5391869400322614,-0.3609930764238993
381,381,Bismack Biyombo,31.0,OKC,C,10.0,0.0,73.0,8.9,0.58,0.0,0.667,7.9,19.1,13.7,3.3,0.7,3.8,20.5,11.6,0.0,0.1,0.1,0.066,-5.4,0.2,-5.2,-0.1,none,-0.5231947264271003,0.32282565927503293,-1.0071203537266897,-0.026974507999564978,-0.5865151726061671,-0.45222130454318704,-0.378866734337946
382,382,JT Thor,21.0,CHO,PF,63.0,3.0,781.0,9.1,0.519,0.443,0.109,6.0,15.3,10.5,5.1,0.7,3.2,7.3,11.7,0.2,0.3,0.6,0.034,-3.5,-1.1,-4.5,-0.5,none,-0.49311665650735703,-0.22987855373621166,-0.991084515626507,-0.3166733336387308,-0.45689229618611854,-0.8000838464994847,-0.5479548670324016
383,383,Isaiah Jackson,22.0,IND,C,59.0,3.0,771.0,21.5,0.689,0.017,0.438,13.8,21.2,17.5,8.3,2.1,6.3,12.3,17.2,2.2,1.1,3.3,0.204,0.3,1.4,1.7,0.7,none,1.3717236785167317,1.3104446628525035,-0.10911342011646039,1.2223516775693375,0.6911960378200257,0.24350377936940837,0.7883510693352577
384,384,Mitchell Robinson,25.0,NYK,C,31.0,21.0,768.0,16.1,0.554,0.0,0.52,20.7,17.7,19.2,3.1,2.4,4.3,13.8,10.2,1.2,1.3,2.5,0.155,-0.3,0.4,0.0,0.4,none,0.559615790683661,0.08724681438499482,-1.231622087129247,0.7787503508093648,0.37639762365705065,-0.017393127097814855,0.09216589421800159
385,385,Jock Landale,28.0,HOU,C,56.0,3.0,763.0,15.6,0.584,0.194,0.316,12.2,11.9,12.1,11.8,1.3,4.0,11.7,14.8,1.4,0.9,2.3,0.146,-0.5,0.4,-0.1,0.4,none,0.48442061588430235,0.3590685584888851,-0.49397353452084414,0.6972725560983494,0.357880069882758,-0.017393127097814855,0.23121252312260596
386,386,Cody Martin,28.0,CHO,SF,28.0,22.0,753.0,9.2,0.46,0.4,0.153,2.8,13.9,8.1,19.1,2.1,2.2,16.1,16.1,-0.7,0.5,-0.2,-0.012,-4.1,0.6,-3.5,-0.3,none,-0.4780776215474854,-0.7644613171405307,-0.2855076392184694,-0.7331153954950316,-0.27171675844319204,-0.6261525755213359,-0.5265052178943408
387,387,KJ Martin,23.0,2TM,SF,60.0,2.0,746.0,9.9,0.563,0.155,0.227,6.0,13.6,9.7,9.4,1.5,1.5,13.9,13.4,0.3,0.8,1.1,0.071,-4.0,-0.1,-4.1,-0.4,none,-0.37280437682838347,0.1687933376161612,-0.7184752679234016,0.018290933506554592,-0.3828220810889479,-0.7131182110104104,-0.3333559442880712
388,388,KJ Martin,23.0,LAC,SF,2.0,0.0,31.0,6.9,0.46,0.5,0.2,3.8,7.0,5.5,4.3,3.2,2.9,15.5,18.2,-0.1,0.0,0.0,-0.034,-6.8,0.7,-6.1,0.0,none,-0.823975425624534,-0.7644613171405307,0.05124496088536628,-0.9322833381219581,-0.7531731565748009,-0.3652556690541126,-0.5979839909384284
389,389,KJ Martin,23.0,PHI,SF,58.0,2.0,715.0,10.0,0.569,0.135,0.228,6.1,13.8,9.9,9.6,1.4,1.4,13.8,13.2,0.4,0.7,1.1,0.076,-3.9,-0.1,-4.0,-0.4,none,-0.35776534186851183,0.22315768643693945,-0.750546944123767,0.06355637501267429,-0.3643045273146553,-0.7131182110104104,-0.31650349381128845
390,390,Delon Wright,31.0,2TM,PG,47.0,1.0,742.0,13.6,0.505,0.362,0.239,2.7,10.0,6.3,20.8,3.5,1.3,6.3,12.8,0.8,0.9,1.7,0.109,-2.0,2.5,0.4,0.5,none,0.1836399166868687,-0.3567287009846943,-0.8146902965244974,0.362308288953064,0.45046783875422125,0.06957250839125956,-0.01757174078729637
391,391,Delon Wright,31.0,WAS,PG,33.0,0.0,456.0,14.1,0.497,0.311,0.238,3.0,11.0,6.9,22.8,3.6,1.4,7.5,13.5,0.4,0.4,0.9,0.092,-1.8,2.3,0.5,0.3,none,0.2588350914862271,-0.4292144994123986,-0.7024394298232189,0.2084057878322572,0.4689853925285139,-0.10435876258688931,-0.04996440332925144
392,392,Delon Wright,31.0,MIA,PG,14.0,1.0,286.0,12.9,0.52,0.455,0.242,2.4,8.4,5.3,17.6,3.3,1.0,3.9,11.9,0.4,0.5,0.8,0.136,-2.4,2.8,0.3,0.2,none,0.07836667196776702,-0.22081782893274862,-0.9590128394261416,0.6067416730861103,0.43195028497992854,-0.19132439807596371,-0.042349406066841365
393,393,Ish Smith,35.0,CHO,PG,43.0,5.0,741.0,6.8,0.435,0.051,0.025,1.6,10.2,5.8,26.4,1.1,0.5,22.7,12.3,-0.5,0.2,-0.4,-0.025,-5.6,-1.2,-6.8,-0.9,none,-0.8390144605844057,-0.9909794372271068,-0.8948694870254108,-0.8508055434109428,-0.8827960329948494,-1.1479463884557826,-0.9344018916164162
394,394,Mo Bamba,25.0,PHI,C,57.0,17.0,740.0,15.4,0.575,0.323,0.253,11.3,24.5,17.8,7.6,1.5,7.4,15.1,15.1,0.6,1.3,2.0,0.128,-2.3,1.4,-1.0,0.2,none,0.4543425459645591,0.27752203525771774,-0.4458660202202963,0.5343169666763188,0.19122208591412415,-0.19132439807596371,0.13670220258607663
395,395,Nick Smith Jr.,19.0,CHO,SG,51.0,0.0,729.0,8.1,0.511,0.505,0.052,2.7,8.6,5.5,12.0,0.7,0.9,11.7,20.3,-0.6,0.1,-0.5,-0.036,-3.1,-2.8,-5.9,-0.7,none,-0.6435070061060738,-0.302364352163916,0.3879975609892025,-0.9503895147244059,-0.7161380490262157,-0.9740151174776335,-0.5330694130848403
396,396,Landry Shamet,26.0,WAS,SG,46.0,5.0,726.0,10.5,0.556,0.573,0.168,2.3,6.9,4.6,10.2,1.6,1.1,9.3,18.8,0.1,0.2,0.3,0.022,-2.7,-1.3,-4.0,-0.4,none,-0.2825701670691534,0.10536826399192091,0.1474599894864625,-0.42531039325341796,-0.3643045273146553,-0.7131182110104104,-0.25541250752820893
397,397,Chris Duarte,26.0,SAC,SF,59.0,11.0,719.0,8.4,0.512,0.605,0.157,4.0,12.7,8.3,7.8,1.9,1.0,10.4,14.9,0.0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2,none,-0.5983899012264586,-0.29330362736045296,-0.47793769642066153,-0.1989831857228197,-0.2531992046688994,-0.5391869400322614,-0.3935000925719256
398,398,Jordan Nwora,25.0,2TM,SF,52.0,1.0,712.0,13.7,0.565,0.438,0.177,4.3,19.1,11.6,12.3,1.8,1.6,14.1,22.4,-0.1,0.6,0.5,0.034,-1.1,-1.5,-2.5,-0.1,none,0.19867895164674032,0.1869147872230873,0.7247501610930381,-0.3166733336387308,-0.08654122070026557,-0.45222130454318704,0.04248467351344706
399,399,Jordan Nwora,25.0,IND,SF,18.0,0.0,183.0,12.2,0.541,0.439,0.134,4.9,15.5,10.2,12.7,1.5,0.4,12.1,22.6,0.0,0.1,0.1,0.03,-1.8,-2.2,-4.0,-0.1,none,-0.026906572751334918,-0.03054260806002473,0.7568218372934039,-0.35288568684362653,-0.3643045273146553,-0.45222130454318704,-0.0783398103699041
400,400,Jordan Nwora,25.0,TOR,SF,34.0,1.0,529.0,14.2,0.573,0.438,0.194,4.1,20.4,12.1,12.2,1.8,2.0,14.8,22.3,-0.1,0.5,0.4,0.035,-0.8,-1.2,-2.0,0.0,none,0.2738741264460987,0.25940058565079166,0.7087143229928559,-0.3076202453375068,0.006046548171197672,-0.3652556690541126,0.09585994481155409
401,401,LaMelo Ball,22.0,CHO,PG,22.0,22.0,711.0,20.8,0.561,0.466,0.246,4.4,13.7,8.9,43.1,2.8,0.5,15.0,34.3,0.6,0.5,1.1,0.074,3.8,-0.5,3.3,1.0,none,1.26645043379763,0.15067188800923612,2.6330148950147754,0.045450198410226406,0.9874768982087081,0.5044006858366318,0.9312441665462012
402,402,Chris Boucher,31.0,TOR,PF,50.0,0.0,705.0,16.0,0.625,0.433,0.424,9.5,23.1,16.1,4.5,1.0,3.0,9.8,17.3,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1,none,0.5445767557237892,0.7305582754308698,-0.09307758201627749,0.45283917196530327,0.06159920949407563,-0.2782900335650381,0.23636763283878706
403,403,Jacob Gilyard,25.0,2TM,PG,41.0,14.0,699.0,11.1,0.573,0.84,0.013,1.4,6.0,3.6,27.7,2.3,0.7,16.6,11.1,0.8,0.6,1.4,0.095,-2.0,0.6,-1.4,0.1,none,-0.19233595730992337,0.25940058565079166,-1.087299544227603,0.235565052735929,0.11715187081695358,-0.2782900335650381,-0.1576346709831484
404,404,Jacob Gilyard,25.0,MEM,PG,37.0,14.0,654.0,11.6,0.597,0.833,0.014,1.3,6.1,3.6,28.5,2.0,0.7,16.7,11.4,0.9,0.5,1.4,0.103,-1.5,0.2,-1.3,0.1,none,-0.11714078251056495,0.47685798093390463,-1.039192029927055,0.3079897591457204,0.1356694245912462,-0.2782900335650381,-0.08568428022196446
405,405,Jacob Gilyard,25.0,BRK,PG,4.0,0.0,45.0,4.5,0.0,1.0,0.0,2.4,5.0,3.6,15.8,6.6,0.0,14.3,6.7,-0.1,0.1,0.0,-0.017,-8.7,6.5,-2.2,0.0,none,-1.1849122646614543,-4.932394726733527,-1.7928764206356402,-0.7783808370011512,-0.030988559377387658,-0.3652556690541126,-1.5141347462438788
406,406,Bruno Fernando,25.0,ATL,C,45.0,2.0,682.0,15.2,0.615,0.021,0.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1,none,0.42426447604481554,0.6399510273962394,-0.1892926106173737,0.3079897591457204,-0.04950611315168024,-0.45222130454318704,0.11353087237908906
407,407,Dalen Terry,21.0,CHI,SG,59.0,2.0,681.0,10.2,0.512,0.471,0.274,4.7,14.1,9.3,15.6,2.0,2.7,15.4,13.4,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0.0,none,-0.32768727194876857,-0.29330362736045296,-0.7184752679234016,-0.08129303780690861,-0.04950611315168024,-0.3652556690541126,-0.30592016454088744
408,408,Gary Payton II,31.0,GSW,SG,44.0,0.0,680.0,13.9,0.621,0.301,0.126,7.4,10.5,9.0,9.4,2.8,2.4,12.3,13.6,0.9,0.9,1.8,0.125,-1.3,2.2,0.9,0.5,none,0.22875702156648384,0.6943153762170177,-0.6864035917230363,0.507157701772647,0.5430556076256845,0.06957250839125956,0.22607577064167603
409,409,Mason Plumlee,33.0,LAC,C,46.0,11.0,674.0,15.8,0.621,0.039,0.647,10.4,28.2,19.6,10.8,1.0,2.3,15.5,15.1,1.2,0.9,2.0,0.146,-1.1,0.4,-0.8,0.2,none,0.5144986858040459,0.6943153762170177,-0.4458660202202963,0.6972725560983494,0.22825719346270945,-0.19132439807596371,0.2495255655476437
410,410,Dāvis Bertāns,31.0,2TM,PF,43.0,1.0,674.0,11.6,0.583,0.855,0.141,1.5,8.8,5.1,7.2,1.9,1.7,6.8,17.4,0.5,0.4,0.9,0.061,-0.8,-0.6,-1.4,0.1,none,-0.11714078251056495,0.35000783368542204,-0.07704174391609517,-0.07223994950568467,0.11715187081695358,-0.2782900335650381,-0.012925467499167878
411,411,Dāvis Bertāns,31.0,OKC,PF,15.0,0.0,91.0,17.3,0.675,0.923,0.577,2.5,9.4,6.1,12.2,1.6,3.1,3.0,16.0,0.3,0.1,0.4,0.229,3.2,0.8,4.0,0.1,none,0.7400842102021211,1.183594515604022,-0.3015434773186523,1.448678885099936,1.1170997746287565,-0.2782900335650381,0.6516039791085242
412,412,Dāvis Bertāns,31.0,CHO,PF,28.0,1.0,583.0,10.7,0.57,0.846,0.087,1.3,8.7,4.9,6.5,1.9,1.4,7.3,17.7,0.2,0.3,0.4,0.034,-1.4,-0.8,-2.3,0.0,none,-0.2524920971494101,0.23221841124040252,-0.02893422961554705,-0.3166733336387308,-0.04950611315168024,-0.3652556690541126,-0.13010717189484639
413,413,Keita Bates-Diop,28.0,2TM,SF,53.0,8.0,665.0,11.5,0.534,0.416,0.253,5.5,12.8,9.3,7.4,1.8,2.9,7.5,13.0,0.5,0.8,1.3,0.091,-1.5,0.4,-1.0,0.2,none,-0.13217981747043658,-0.09396768168426603,-0.7826186203241322,0.19935269953103324,0.19122208591412415,-0.19132439807596371,-0.1349192886849402
414,414,Keita Bates-Diop,28.0,PHO,SF,39.0,8.0,597.0,11.3,0.525,0.427,0.24,6.0,12.8,9.6,7.4,1.8,3.0,7.3,13.0,0.4,0.7,1.1,0.089,-1.5,0.3,-1.2,0.1,none,-0.16225788739017985,-0.1755142049154334,-0.7826186203241322,0.18124652292858537,0.15418697836553888,-0.2782900335650381,-0.17720787415010988
415,415,Keita Bates-Diop,28.0,BRK,SF,14.0,0.0,68.0,13.4,0.617,0.313,0.375,1.6,13.2,7.2,8.1,2.2,2.7,9.7,13.2,0.1,0.1,0.2,0.112,-1.3,1.5,0.2,0.0,none,0.15356184676712542,0.6580724770031655,-0.750546944123767,0.3894675538567358,0.413432731205636,-0.3652556690541126,0.08312199927579719
416,416,Jalen Wilson,23.0,BRK,PF,43.0,3.0,664.0,10.8,0.537,0.413,0.257,7.5,14.2,10.8,9.3,0.8,0.5,8.7,14.3,0.6,0.4,1.1,0.077,-1.8,-1.1,-2.9,-0.2,none,-0.23745306218953827,-0.0667855072738769,-0.5741527250217575,0.07260946331389823,-0.16061143579743614,-0.5391869400322614,-0.250930034500162
417,417,Craig Porter Jr.,23.0,CLE,PG,51.0,6.0,649.0,15.4,0.564,0.149,0.246,3.7,15.1,9.4,26.5,1.6,2.1,15.1,20.2,0.6,0.9,1.5,0.108,-0.6,1.1,0.5,0.4,none,0.4543425459645591,0.17785406241962426,0.37196172288901963,0.3532552006518401,0.4689853925285139,-0.017393127097814855,0.301500966225957
418,418,Rayan Rupert,19.0,POR,SG,39.0,12.0,633.0,5.8,0.451,0.484,0.155,4.0,12.8,8.1,13.5,0.9,0.4,15.3,13.6,-0.4,0.3,-0.1,-0.009,-5.6,-1.2,-6.7,-0.8,none,-0.9894048101831225,-0.8460078403716981,-0.6864035917230363,-0.7059561305913598,-0.8642784792205569,-1.0609807529667081,-0.858838600842747
419,419,Oshae Brissett,25.0,BOS,SF,55.0,1.0,630.0,12.8,0.53,0.359,0.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,0.131,-2.0,0.2,-1.8,0.0,none,0.06332763700789538,-0.1302105808981182,-0.5420810488213923,0.5614762315799905,0.043081655719782966,-0.3652556690541126,-0.06161029574432572
420,420,Danilo Gallinari,35.0,3TM,SF,49.0,0.0,630.0,13.4,0.601,0.489,0.516,3.4,15.3,9.3,11.6,1.1,0.8,9.0,17.2,1.0,0.3,1.3,0.098,-0.8,-1.0,-1.9,0.0,none,0.15356184676712542,0.5131008801477568,-0.10911342011646039,0.2627243176396008,0.024564101945490337,-0.3652556690541126,0.07993034288823338
421,421,Danilo Gallinari,35.0,WAS,PF,26.0,0.0,385.0,13.4,0.581,0.489,0.427,3.3,18.2,10.6,10.8,0.7,0.6,7.2,18.3,0.5,0.1,0.6,0.08,-0.8,-1.8,-2.6,-0.1,none,0.15356184676712542,0.33188638407849597,0.06728079898554917,0.09976872821757005,-0.10505877447455823,-0.45222130454318704,0.015869613171832542
422,422,Danilo Gallinari,35.0,DET,SF,6.0,0.0,90.0,23.3,0.799,0.545,1.091,2.4,15.1,8.7,18.6,1.1,1.9,3.0,15.9,0.5,0.1,0.6,0.304,5.9,1.0,6.9,0.2,none,1.6424263077944221,2.3071243912334385,-0.3175793154188349,2.1276605076917305,1.6541088340832435,-0.19132439807596371,1.2037360545513394
423,423,Danilo Gallinari,35.0,MIL,SF,17.0,0.0,155.0,7.7,0.523,0.459,0.486,4.3,8.3,6.4,9.6,1.9,0.6,18.2,15.3,0.0,0.1,0.1,0.025,-5.0,-0.2,-5.2,-0.1,none,-0.7036631459455605,-0.1936356545223595,-0.4137943440199308,-0.39815112834974614,-0.5865151726061671,-0.45222130454318704,-0.4579967916644918
424,424,Jordan McLaughlin,27.0,MIN,PG,56.0,0.0,626.0,15.5,0.638,0.614,0.124,3.4,9.4,6.5,23.7,2.8,1.0,11.1,12.1,1.4,1.1,2.5,0.193,1.4,2.9,4.2,1.0,none,0.4693815809244307,0.8483476978758894,-0.9269411632257764,1.1227677062558743,1.154134882177342,0.5044006858366318,0.5286818983073986
425,425,Seth Curry,33.0,2TM,SG,44.0,4.0,616.0,9.9,0.519,0.529,0.152,3.2,9.0,6.1,9.7,1.7,0.9,8.8,16.8,0.1,0.4,0.5,0.04,-2.6,-0.6,-3.3,-0.2,none,-0.37280437682838347,-0.22987855373621166,-0.17325677251719082,-0.2623548038313872,-0.23468165089460674,-0.5391869400322614,-0.30202718297334025
426,426,Seth Curry,33.0,DAL,SG,36.0,3.0,457.0,8.6,0.502,0.552,0.131,3.6,8.8,6.2,8.4,1.8,0.6,9.4,15.9,-0.1,0.4,0.3,0.034,-3.2,-0.9,-4.0,-0.2,none,-0.5683118313067154,-0.3839108753950834,-0.3175793154188349,-0.3166733336387308,-0.3643045273146553,-0.5391869400322614,-0.41499447051771354
427,427,Seth Curry,33.0,CHO,SG,8.0,1.0,159.0,13.5,0.56,0.475,0.203,2.1,9.5,5.7,13.2,1.6,1.8,7.2,19.3,0.1,0.1,0.2,0.058,-1.1,0.0,-1.1,0.0,none,0.16860088172699705,0.14161116320577308,0.22763917998737584,-0.09939921440935642,0.1727045321398315,-0.3652556690541126,0.0409834789327514
428,428,A.J. Green,24.0,MIL,SG,56.0,0.0,614.0,10.5,0.617,0.862,0.097,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,0.7,0.3,1.1,0.084,-0.4,-1.7,-2.1,0.0,none,-0.2825701670691534,0.6580724770031655,-0.4298301821201137,0.1359810814224658,-0.012471005603094993,-0.3652556690541126,-0.04934557757014057
429,429,Johnny Davis,21.0,WAS,SG,50.0,6.0,613.0,6.2,0.462,0.26,0.156,3.1,9.6,6.3,6.6,1.4,1.3,7.3,12.2,-0.3,0.2,-0.1,-0.009,-5.5,-1.1,-6.6,-0.7,none,-0.9292486703436357,-0.7463398675336046,-0.9109053251255937,-0.7059561305913598,-0.8457609254462641,-0.9740151174776335,-0.8520376727530152
430,430,MarJon Beauchamp,23.0,MIL,SF,48.0,1.0,608.0,9.7,0.592,0.452,0.169,4.1,13.6,8.9,6.7,1.0,1.0,13.2,14.6,0.2,0.5,0.7,0.056,-2.3,-0.9,-3.2,-0.2,none,-0.40288244674812695,0.43155435691658944,-0.5260452107212097,-0.11750539101180431,-0.21616409712031415,-0.5391869400322614,-0.22837162145285453
431,431,Marcus Smart,29.0,MEM,PG,20.0,20.0,605.0,11.8,0.552,0.565,0.236,1.0,8.9,4.8,22.7,3.3,0.8,19.2,22.9,-0.5,0.7,0.2,0.02,-3.3,0.9,-2.4,0.0,none,-0.08706271259082143,0.06912536477806874,0.8049293515939515,-0.4434165698558658,-0.0680236669259729,-0.3652556690541126,-0.014950650342458746
432,432,Mike Muscala,32.0,3TM,C,53.0,6.0,600.0,7.5,0.47,0.615,0.16,7.0,15.8,11.3,7.6,0.7,1.8,11.6,13.4,-0.2,0.3,0.1,0.009,-3.9,-1.4,-5.3,-0.5,none,-0.7337412158653038,-0.6738540691059007,-0.7184752679234016,-0.543000541169329,-0.6050327263804597,-0.8000838464994847,-0.67903127782398
433,433,Mike Muscala,32.0,WAS,C,24.0,2.0,338.0,7.6,0.481,0.567,0.222,6.8,17.2,11.9,8.2,0.7,1.7,13.9,14.3,-0.2,0.1,0.0,-0.005,-4.4,-1.8,-6.2,-0.4,none,-0.7187021809054323,-0.5741860962678073,-0.5741527250217575,-0.6697437773864642,-0.7716907103490936,-0.7131182110104104,-0.6702656168234942
434,434,Mike Muscala,32.0,DET,C,13.0,4.0,171.0,8.9,0.492,0.773,0.091,6.4,12.6,9.5,7.7,0.8,2.5,4.2,11.9,0.1,0.1,0.2,0.049,-1.7,-0.6,-2.2,0.0,none,-0.5231947264271003,-0.47451812342971383,-0.9590128394261416,-0.1808770091203718,-0.030988559377387658,-0.3652556690541126,-0.42230782113913795
435,435,Mike Muscala,32.0,OKC,C,16.0,0.0,91.0,4.3,0.379,0.5,0.045,8.9,16.5,12.9,5.3,0.5,1.0,15.1,12.6,-0.1,0.1,0.0,-0.017,-6.4,-1.6,-8.0,-0.1,none,-1.2149903345811977,-1.4983800262210367,-0.846761972724863,-0.7783808370011512,-1.1050066782863612,-0.45222130454318704,-0.9826235255596328
436,436,Jericho Sims,25.0,NYK,C,45.0,11.0,585.0,10.9,0.702,0.0,0.436,10.7,17.5,14.1,5.4,0.7,3.0,19.6,6.0,0.9,0.7,1.5,0.127,-2.4,0.7,-1.8,0.0,none,-0.22241402722966663,1.428234085297523,-1.905127287336919,0.5252638783750948,0.043081655719782966,-0.3652556690541126,-0.08270289403804956
437,437,Brice Sensabaugh,20.0,UTA,SF,32.0,11.0,584.0,8.6,0.511,0.528,0.188,3.0,16.1,9.6,13.0,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,none,-0.5683118313067154,-0.302364352163916,0.3879975609892025,-0.8417524551097189,-0.6420678339290451,-0.8000838464994847,-0.4610971263366129
438,438,Jarred Vanderbilt,24.0,LAL,PF,29.0,6.0,581.0,11.6,0.578,0.237,0.316,8.3,17.7,13.2,7.7,2.9,0.7,17.7,11.7,0.3,0.8,1.1,0.089,-2.9,1.3,-1.6,0.0,none,-0.11714078251056495,0.30470420966810685,-0.991084515626507,0.18124652292858537,0.08011676326836825,-0.3652556690541126,-0.15123557855435402
439,439,Shake Milton,27.0,3TM,SG,48.0,0.0,581.0,9.2,0.499,0.328,0.251,2.8,11.5,7.3,14.4,1.6,0.9,12.5,18.7,-0.2,0.8,0.6,0.048,-4.3,0.6,-3.7,-0.3,none,-0.4780776215474854,-0.4110930498054725,0.1314241513862796,-0.18993009742159575,-0.3087518659917774,-0.6261525755213359,-0.3137635098168979
440,440,Shake Milton,27.0,MIN,SG,38.0,0.0,491.0,8.3,0.496,0.331,0.275,1.7,9.7,5.9,14.1,1.6,0.9,13.5,18.7,-0.3,0.7,0.4,0.039,-4.8,0.6,-4.2,-0.3,none,-0.6134289361863303,-0.4382752242158616,0.1314241513862796,-0.27140789213261113,-0.40133963486324065,-0.6261525755213359,-0.3698633519221833
441,441,Shake Milton,27.0,DET,SG,4.0,0.0,63.0,14.6,0.494,0.346,0.115,12.2,19.8,15.9,14.1,1.5,1.4,9.9,20.5,0.0,0.0,0.1,0.047,0.2,0.1,0.3,0.0,none,0.3340302662855855,-0.45639667382278776,0.42006923718956773,-0.1989831857228197,0.43195028497992854,-0.3652556690541126,0.027569043309226948
442,442,Shake Milton,27.0,NYK,SG,6.0,0.0,27.0,13.8,0.557,0.222,0.222,0.0,25.0,12.5,20.9,1.9,0.0,0.0,15.8,0.1,0.0,0.1,0.201,-5.7,2.2,-3.5,0.0,none,0.2137179866066122,0.11442898879538395,-0.3336151535190175,1.1951924126656657,-0.27171675844319204,-0.3652556690541126,0.09212530117522326
443,443,Evan Fournier,31.0,2TM,SG,32.0,0.0,580.0,8.5,0.464,0.588,0.163,0.9,10.4,5.6,11.6,2.4,1.0,8.1,19.0,-0.5,0.4,-0.1,-0.005,-4.7,0.3,-4.3,-0.3,none,-0.583350866266587,-0.7282184179266785,0.1795316656868277,-0.6697437773864642,-0.41985718863753324,-0.6261525755213359,-0.4746318600086285
