,Unnamed: 0,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,PER_norm,TS%_norm,USG%_norm,WS/48_norm,BPM_norm,VORP_norm,PerfScore
444,444,Evan Fournier,31.0,NYK,SG,3.0,0.0,39.0,2.2,0.287,0.75,0.1,0.0,11.6,5.8,10.2,5.2,0.0,4.6,24.2,-0.2,0.1,-0.1,-0.108,-11.8,0.4,-11.3,-0.1,none,-1.5308100687385031,-2.3319667081396362,1.0133952468963263,-1.602211872412529,-1.7160859528380188,-0.45222130454318704,-1.103316776629258
445,445,Evan Fournier,31.0,DET,SG,29.0,0.0,541.0,8.9,0.482,0.572,0.169,1.0,10.3,5.6,11.7,2.2,1.1,8.5,18.6,-0.3,0.4,0.0,0.002,-4.2,0.3,-3.8,-0.3,none,-0.5231947264271003,-0.5651253714643443,0.11538831328609729,-0.6063721592778966,-0.32726941976607,-0.6261525755213359,-0.422120989861775
446,446,Zeke Nnaji,23.0,DEN,PF,58.0,0.0,576.0,12.4,0.528,0.154,0.416,12.1,12.2,12.1,7.0,1.3,5.6,13.3,15.4,0.4,0.8,1.2,0.099,-3.8,0.1,-3.7,-0.2,none,0.003171497168408608,-0.1483320305050443,-0.3977585059197482,0.2717774059408248,-0.3087518659917774,-0.5391869400322614,-0.18651340655659965
447,447,Trey Jemison,24.0,2TM,C,25.0,14.0,573.0,11.8,0.582,0.0,0.184,11.7,13.9,12.8,7.1,1.0,4.6,18.8,13.5,0.3,0.6,0.9,0.073,-4.7,-0.4,-5.1,-0.5,none,-0.08706271259082143,0.340947108881959,-0.7024394298232189,0.03639711010900247,-0.5679976188318744,-0.8000838464994847,-0.2967065647924063
448,448,Trey Jemison,24.0,WAS,C,2.0,0.0,1.0,-36.1,0.5443708791208791,0.4108447802197801,0.2298324175824175,0.0,100.0,53.5,0.0,0.0,0.0,100.0,42.1,0.0,0.0,0.0,-1.2,-30.3,-3.6,-33.9,0.0,none,-7.290760458369357,0.0,3.8838102668290237,-11.488184297349061,-5.901053105828157,-0.3652556690541126,-3.5269072106286106
449,449,Trey Jemison,24.0,MEM,C,23.0,14.0,572.0,11.9,0.582,0.0,0.184,11.8,13.7,12.7,7.1,1.0,4.6,18.3,13.5,0.3,0.6,0.9,0.075,-4.7,-0.4,-5.1,-0.4,none,-0.0720236776309498,0.340947108881959,-0.7024394298232189,0.05450328671145035,-0.5679976188318744,-0.7131182110104104,-0.2766880902838407
450,450,Andre Jackson Jr.,22.0,MIL,SG,57.0,8.0,572.0,8.5,0.596,0.46,0.11,8.4,13.1,10.8,10.8,1.3,0.9,21.1,10.0,0.5,0.5,1.0,0.081,-3.6,0.0,-3.6,-0.2,none,-0.583350866266587,0.4677972561304416,-1.2636937633296121,0.10882181651879398,-0.29023431221748475,-0.5391869400322614,-0.3499744681994516
451,451,Jared Butler,23.0,WAS,SG,40.0,0.0,566.0,14.1,0.579,0.388,0.179,1.7,9.5,5.5,30.9,2.4,1.2,18.7,19.9,0.3,0.3,0.6,0.054,-1.5,-0.5,-2.1,0.0,none,0.2588350914862271,0.3137649344715699,0.32385420858847147,-0.1356115676142522,-0.012471005603094993,-0.3652556690541126,0.06385266537913478
452,452,Kevin Knox,24.0,DET,SF,31.0,11.0,560.0,9.9,0.57,0.505,0.118,3.5,11.5,7.5,5.9,1.1,1.1,10.1,16.6,0.1,0.2,0.4,0.033,-2.8,-1.8,-4.6,-0.4,none,-0.37280437682838347,0.23221841124040252,-0.20532844871755604,-0.3257264219399547,-0.47540984996041113,-0.7131182110104104,-0.31002814953605223
453,453,Lamar Stevens,26.0,2TM,PF,38.0,3.0,559.0,14.6,0.516,0.192,0.225,6.9,18.2,12.4,7.9,2.0,3.6,8.3,22.2,0.0,0.8,0.8,0.068,-2.2,-0.1,-2.2,0.0,none,0.3340302662855855,-0.2570607281466008,0.6926784848926729,-0.0088683313971171,-0.030988559377387658,-0.3652556690541126,0.060755910533840045
454,454,Lamar Stevens,26.0,BOS,PF,19.0,1.0,122.0,14.5,0.532,0.178,0.244,11.1,16.1,13.7,8.9,2.4,3.6,15.3,21.0,0.0,0.2,0.2,0.093,-2.9,0.9,-2.0,0.0,none,0.3189912313257139,-0.11208913129119212,0.5002484276904811,0.2174588761334811,0.006046548171197672,-0.3652556690541126,0.09423338049592815
455,455,Lamar Stevens,26.0,MEM,PF,19.0,2.0,437.0,14.7,0.512,0.195,0.221,5.8,18.8,12.0,7.7,1.9,3.6,6.6,22.5,0.0,0.6,0.6,0.061,-2.0,-0.3,-2.3,0.0,none,0.34906930124545715,-0.29330362736045296,0.7407859991932211,-0.07223994950568467,-0.04950611315168024,-0.3652556690541126,0.051591656894457966
456,456,Richaun Holmes,30.0,2TM,C,40.0,10.0,555.0,14.5,0.593,0.02,0.32,13.7,21.8,17.7,6.0,0.9,2.9,12.5,14.7,0.8,0.5,1.3,0.114,-2.4,-0.8,-3.3,-0.2,none,0.3189912313257139,0.4406150817200525,-0.5100093726210271,0.4075737304591837,-0.23468165089460674,-0.5391869400322614,-0.01944965334049084
457,457,Richaun Holmes,30.0,DAL,C,23.0,2.0,237.0,13.9,0.572,0.0,0.356,15.3,20.7,18.0,8.4,0.6,3.3,15.0,14.5,0.3,0.3,0.6,0.119,-2.4,-0.6,-3.0,-0.1,none,0.22875702156648384,0.25033986084732857,-0.5420810488213923,0.45283917196530327,-0.17912898957172882,-0.45222130454318704,-0.040249214759532075
458,458,Richaun Holmes,30.0,WAS,PF,17.0,8.0,318.0,14.9,0.608,0.034,0.295,12.5,22.7,17.5,4.3,1.2,2.6,10.8,14.8,0.5,0.2,0.7,0.11,-2.4,-1.0,-3.4,-0.1,none,0.37914737116520064,0.5765259537719981,-0.49397353452084414,0.37136137725428797,-0.2531992046688994,-0.45222130454318704,0.021273443076426025
459,459,Tristan Thompson,32.0,CLE,C,49.0,0.0,549.0,13.9,0.563,0.008,0.433,15.1,20.4,17.8,12.7,1.1,2.3,16.9,13.8,0.6,0.8,1.4,0.119,-2.1,0.6,-1.4,0.1,none,0.22875702156648384,0.1687933376161612,-0.6543319155226708,0.45283917196530327,0.11715187081695358,-0.2782900335650381,0.0058199088128655
460,460,Julian Strawther,21.0,DEN,SF,50.0,0.0,545.0,8.2,0.482,0.622,0.14,1.0,11.1,6.2,11.3,1.5,1.1,8.9,20.7,-0.4,0.6,0.2,0.015,-4.6,-1.4,-6.0,-0.6,none,-0.6284679711462022,-0.5651253714643443,0.45214091338993295,-0.48868201136198547,-0.7346556028005083,-0.8870494819885593,-0.4753065875619444
461,461,Omer Yurtseven,25.0,UTA,C,48.0,12.0,545.0,15.0,0.565,0.13,0.152,14.7,27.3,21.0,7.7,0.7,2.9,15.9,17.9,0.3,0.4,0.7,0.062,-1.6,-1.5,-3.0,-0.1,none,0.3941864061250723,0.1869147872230873,0.0031374465848181695,-0.06318686120446074,-0.17912898957172882,-0.45222130454318704,-0.01838308589773314
462,462,Vit Krejci,23.0,ATL,PG,22.0,14.0,541.0,8.4,0.633,0.654,0.058,2.1,8.6,5.2,11.6,1.2,1.0,15.8,9.8,0.5,0.1,0.6,0.056,-3.3,-0.4,-3.7,-0.2,none,-0.5983899012264586,0.8030440738585742,-1.2957654395299774,-0.11750539101180431,-0.3087518659917774,-0.5391869400322614,-0.3427592439889508
463,463,Bones Hyland,23.0,LAC,PG,37.0,5.0,540.0,10.8,0.49,0.538,0.092,1.1,10.1,5.7,24.5,2.4,0.7,14.4,24.8,-0.5,0.5,0.0,0.003,-2.8,-0.8,-3.6,-0.2,none,-0.23745306218953827,-0.4926395730366399,1.1096102754974224,-0.5973190709766726,-0.29023431221748475,-0.5391869400322614,-0.17453711382586243
464,464,Jalen McDaniels,26.0,TOR,SF,50.0,1.0,538.0,5.0,0.412,0.376,0.196,3.6,12.7,8.1,9.1,1.7,1.0,12.8,18.7,-1.1,0.3,-0.8,-0.074,-7.2,-1.8,-9.0,-1.0,none,-1.1097170898620958,-1.1993761077067568,0.1314241513862796,-1.2944068701709153,-1.2901822160292877,-1.2349120239448568,-0.9995283593879387
465,465,Scotty Pippen Jr.,23.0,MEM,PG,21.0,16.0,527.0,16.4,0.596,0.355,0.271,4.4,9.7,7.0,30.7,3.3,1.8,19.8,23.0,0.3,0.7,1.0,0.09,-0.1,1.4,1.3,0.4,none,0.6047328955632756,0.4677972561304416,0.8209651896941343,0.19029961122980932,0.6171258227228551,-0.017393127097814855,0.44725460804045025
466,466,Sasha Vezenkov,28.0,SAC,PF,42.0,0.0,511.0,13.3,0.569,0.628,0.079,6.4,14.8,10.5,5.1,1.9,1.3,5.7,17.5,0.5,0.5,1.0,0.098,-0.2,-0.7,-0.9,0.1,none,0.1385228118072538,0.22315768643693945,-0.06100590581591227,0.2627243176396008,0.20973963968841683,-0.2782900335650381,0.08247475269854342
467,467,Danuel House Jr.,30.0,PHI,SF,34.0,4.0,509.0,8.5,0.575,0.476,0.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,0.3,0.4,0.7,0.066,-3.4,-0.5,-4.0,-0.3,none,-0.583350866266587,0.27752203525771774,-0.9109053251255937,-0.026974507999564978,-0.3643045273146553,-0.6261525755213359,-0.37236096116166983
468,468,Mark Williams,22.0,CHO,C,19.0,19.0,508.0,22.5,0.675,0.0,0.424,16.3,24.6,20.4,6.8,1.6,3.7,8.7,17.1,1.6,0.5,2.1,0.198,1.6,-0.8,0.8,0.3,none,1.5221140281154484,1.183594515604022,-0.12514925821664272,1.1680331477619939,0.5245380538513919,-0.10435876258688931,0.694795287421554
469,469,Jaden Springer,21.0,2TM,SG,49.0,2.0,507.0,10.7,0.49,0.324,0.284,7.1,9.8,8.4,11.5,3.5,2.7,17.0,17.1,-0.3,0.8,0.6,0.052,-4.9,1.5,-3.4,-0.2,none,-0.2524920971494101,-0.4926395730366399,-0.12514925821664272,-0.15371774421670006,-0.2531992046688994,-0.5391869400322614,-0.30273080288675897
470,470,Jaden Springer,21.0,PHI,SG,32.0,1.0,377.0,10.6,0.481,0.314,0.288,7.2,9.8,8.5,12.6,3.3,2.7,16.4,18.2,-0.2,0.5,0.3,0.038,-4.5,1.0,-3.4,-0.1,none,-0.26753113210928176,-0.5741860962678073,0.05124496088536628,-0.28046098043383505,-0.2531992046688994,-0.45222130454318704,-0.29605895952294076
471,471,Jaden Springer,21.0,BOS,SG,17.0,1.0,130.0,10.9,0.522,0.367,0.267,6.9,9.6,8.3,8.6,4.2,2.7,19.3,13.9,0.0,0.3,0.2,0.092,-6.0,2.8,-3.2,0.0,none,-0.22241402722966663,-0.20269637932582255,-0.6382960774224882,0.2084057878322572,-0.21616409712031415,-0.3652556690541126,-0.23940341038669113
472,472,Patrick Baldwin Jr.,21.0,WAS,SF,38.0,7.0,493.0,9.7,0.502,0.626,0.181,3.6,23.5,13.3,7.6,1.7,2.5,10.2,15.9,-0.3,0.5,0.2,0.019,-4.0,-0.6,-4.6,-0.3,none,-0.40288244674812695,-0.3839108753950834,-0.3175793154188349,-0.4524696581570897,-0.47540984996041113,-0.6261525755213359,-0.44306745353348037
473,473,Robert Covington,33.0,2TM,PF,29.0,6.0,488.0,13.6,0.58,0.571,0.265,6.9,15.2,11.0,6.3,3.9,3.4,9.1,10.7,0.6,0.9,1.5,0.145,-1.1,3.2,2.2,0.5,none,0.1836399166868687,0.32282565927503293,-1.1514428966283337,0.6882194677971254,0.783783806691489,0.06957250839125956,0.14943307703557365
474,474,Robert Covington,33.0,LAC,PF,3.0,3.0,69.0,10.6,0.455,0.889,0.222,3.4,9.5,6.5,12.1,4.3,2.6,0.0,6.3,0.1,0.1,0.2,0.124,-2.3,4.5,2.3,0.1,none,-0.26753113210928176,-0.8097649411578459,-1.8570197730363707,0.498104613471423,0.8023013604657816,-0.2782900335650381,-0.31869998432188856
475,475,Robert Covington,33.0,PHI,SF,26.0,3.0,419.0,14.1,0.593,0.539,0.27,7.5,16.1,11.7,5.3,3.9,3.5,9.9,11.4,0.5,0.8,1.3,0.149,-0.9,3.0,2.2,0.4,none,0.2588350914862271,0.4406150817200525,-1.039192029927055,0.7244318210020212,0.783783806691489,-0.017393127097814855,0.19184677397915328
476,476,P.J. Tucker,38.0,2TM,PF,31.0,10.0,486.0,5.9,0.507,0.7,0.06,6.7,12.9,9.8,3.9,1.6,1.3,13.5,5.3,0.2,0.5,0.7,0.068,-4.0,0.4,-3.6,-0.2,none,-0.9743657752232507,-0.3386072513777682,-2.0173781540381976,-0.0088683313971171,-0.29023431221748475,-0.5391869400322614,-0.6947734607143466
477,477,P.J. Tucker,38.0,PHI,PF,3.0,3.0,66.0,4.7,0.6,1.0,0.0,1.6,22.1,11.7,0.0,2.2,2.8,28.6,4.6,0.0,0.1,0.1,0.053,-5.2,1.2,-4.0,0.0,none,-1.154834194741711,0.5040401553442938,-2.1296290207394764,-0.14466465591547611,-0.3643045273146553,-0.3652556690541126,-0.609107985403523
478,478,P.J. Tucker,38.0,LAC,PF,28.0,7.0,420.0,6.1,0.497,0.667,0.067,7.5,11.4,9.5,4.5,1.5,1.1,11.5,5.5,0.3,0.3,0.6,0.07,-3.9,0.3,-3.5,-0.2,none,-0.9442877053035075,-0.4292144994123986,-1.9853064778378322,0.009237845205330778,-0.27171675844319204,-0.5391869400322614,-0.6934124226373101
479,479,Tari Eason,22.0,HOU,PF,22.0,0.0,480.0,17.1,0.528,0.265,0.175,10.2,24.2,17.1,8.3,3.1,3.6,8.9,19.8,0.3,1.0,1.3,0.125,-0.4,2.0,1.6,0.4,none,0.7100061402823779,-0.1483320305050443,0.3078183704882892,0.507157701772647,0.672678484045733,-0.017393127097814855,0.33865592316436466
480,480,Monte Morris,28.0,2TM,PG,33.0,0.0,476.0,13.2,0.508,0.458,0.124,1.7,11.5,6.8,20.0,2.0,1.7,4.2,15.5,0.5,0.7,1.2,0.123,-0.8,1.5,0.7,0.3,none,0.1234837768473819,-0.32954652657430517,-0.3817226678195656,0.489051525170199,0.5060205000770992,-0.10435876258688931,0.050487974185653345
481,481,Monte Morris,28.0,DET,PG,6.0,0.0,68.0,8.5,0.398,0.333,0.061,3.2,16.7,9.8,17.5,0.7,1.3,5.6,22.5,-0.1,0.0,-0.1,-0.065,-4.7,-2.2,-6.9,-0.1,none,-0.583350866266587,-1.3262262549552388,0.7407859991932211,-1.2129290754599,-0.9013135867691422,-0.45222130454318704,-0.622542514800139
482,482,Monte Morris,28.0,MIN,PG,27.0,0.0,408.0,13.9,0.537,0.492,0.142,1.5,10.6,6.3,20.4,2.2,1.7,3.8,14.3,0.6,0.7,1.3,0.154,-0.2,2.2,2.0,0.4,none,0.22875702156648384,-0.0667855072738769,-0.5741527250217575,0.7696972625081409,0.7467486991429036,-0.017393127097814855,0.1811452706373465
483,483,Bol Bol,24.0,PHO,PF,43.0,0.0,469.0,18.7,0.7,0.344,0.126,8.1,24.1,16.5,5.3,1.0,4.7,10.7,16.5,1.0,0.7,1.6,0.168,1.4,0.8,2.1,0.5,none,0.9506306996403244,1.410112635690597,-0.22136428681773893,0.896440498725276,0.7652662529171962,0.06957250839125956,0.6451097180911524
484,484,Isaiah Livers,25.0,DET,PF,23.0,6.0,469.0,5.1,0.46,0.664,0.155,3.5,8.0,5.7,7.0,1.3,0.9,11.4,12.7,-0.3,0.2,-0.1,-0.015,-5.0,-1.5,-6.5,-0.5,none,-1.0946780549022244,-0.7644613171405307,-0.8307261346246804,-0.7602746603987034,-0.8272433716719716,-0.8000838464994847,-0.8462445642062658
485,485,Anthony Gill,31.0,WAS,PF,50.0,3.0,466.0,12.1,0.537,0.256,0.225,8.3,13.4,10.8,10.0,1.3,1.9,11.6,18.0,0.1,0.2,0.4,0.038,-2.6,-1.5,-4.1,-0.3,none,-0.04194560771120655,-0.0667855072738769,0.019173284685001065,-0.28046098043383505,-0.3828220810889479,-0.6261525755213359,-0.22983224455736684
486,486,Yuta Watanabe,29.0,2TM,SF,34.0,0.0,464.0,4.7,0.474,0.733,0.147,2.8,10.1,6.5,4.2,1.3,1.3,13.3,13.3,-0.5,0.4,-0.1,-0.009,-5.3,-1.1,-6.4,-0.5,none,-1.154834194741711,-0.6376111698920486,-0.7345111060235842,-0.7059561305913598,-0.808725817897679,-0.8000838464994847,-0.8069537109409778
487,487,Yuta Watanabe,29.0,PHO,SF,29.0,0.0,382.0,5.4,0.502,0.773,0.155,3.4,9.6,6.7,3.3,1.2,1.6,13.4,13.6,-0.3,0.3,0.0,0.004,-4.6,-1.4,-6.0,-0.4,none,-1.049560950022609,-0.3839108753950834,-0.6864035917230363,-0.5882659826754487,-0.7346556028005083,-0.7131182110104104,-0.692652535604516
488,488,Yuta Watanabe,29.0,MEM,SF,5.0,0.0,82.0,1.5,0.327,0.526,0.105,0.0,12.5,6.0,8.4,1.8,0.0,13.1,12.0,-0.2,0.1,-0.1,-0.074,-8.5,0.0,-8.6,-0.1,none,-1.6360833134576047,-1.9695377160011143,-0.942977001325959,-1.2944068701709153,-1.2161120009321171,-0.45222130454318704,-1.2518897010718162
489,489,Nassir Little,23.0,PHO,SF,45.0,2.0,458.0,9.9,0.572,0.565,0.161,3.6,14.3,9.3,6.1,1.1,1.9,9.5,13.9,0.3,0.4,0.7,0.074,-2.4,-0.6,-3.0,-0.1,none,-0.37280437682838347,0.25033986084732857,-0.6382960774224882,0.045450198410226406,-0.17912898957172882,-0.45222130454318704,-0.2244434481847054
490,490,Sandro Mamukelashvili,24.0,SAS,C,46.0,5.0,451.0,15.8,0.559,0.413,0.219,10.7,24.7,17.6,15.4,0.7,2.2,10.1,17.7,0.6,0.4,1.0,0.11,-0.1,-0.4,-0.5,0.2,none,0.5144986858040459,0.13255043840231004,-0.02893422961554705,0.37136137725428797,0.2838098547855874,-0.19132439807596371,0.18032695475912008
491,491,Alex Len,30.0,SAC,C,48.0,0.0,444.0,14.7,0.625,0.037,0.42,11.3,21.2,16.1,14.4,1.2,6.8,22.0,11.8,0.6,0.7,1.3,0.138,-2.7,2.9,0.2,0.2,none,0.34906930124545715,0.7305582754308698,-0.9750486775263242,0.6248478496885581,0.413432731205636,-0.19132439807596371,0.15858918032803887
492,492,Thomas Bryant,26.0,MIA,C,38.0,4.0,441.0,19.0,0.639,0.148,0.315,10.2,26.2,18.1,8.3,1.1,3.5,11.0,19.3,0.9,0.8,1.6,0.177,-0.6,0.2,-0.4,0.2,none,0.9957478045199396,0.8574084226793525,0.22763917998737584,0.9779182934362912,0.30232740855988005,-0.19132439807596371,0.5282861185178126
493,493,Thaddeus Young,35.0,2TM,PF,33.0,6.0,439.0,15.9,0.598,0.065,0.139,11.7,14.5,13.0,17.9,2.5,1.0,11.6,12.6,0.9,0.4,1.3,0.138,-0.5,0.8,0.3,0.2,none,0.5295377207639175,0.4859187057373677,-0.846761972724863,0.6248478496885581,0.43195028497992854,-0.19132439807596371,0.17236136506149083
494,494,Thaddeus Young,35.0,TOR,PF,23.0,6.0,350.0,16.0,0.618,0.069,0.138,8.9,14.8,11.8,19.8,2.5,0.8,10.7,12.6,0.7,0.3,1.0,0.138,-0.2,0.9,0.6,0.2,none,0.5445767557237892,0.6671332018066286,-0.846761972724863,0.6248478496885581,0.48750294630280655,-0.19132439807596371,0.21432906378682592
495,495,Thaddeus Young,35.0,PHO,PF,10.0,0.0,89.0,15.1,0.515,0.048,0.143,22.8,13.3,17.8,10.4,2.7,2.0,15.2,12.8,0.1,0.1,0.3,0.137,-1.5,0.6,-0.9,0.0,none,0.4092254410849439,-0.26612145295006384,-0.8146902965244974,0.6157947613873341,0.20973963968841683,-0.3652556690541126,-0.03521792939466318
496,496,Skylar Mays,26.0,2TM,SG,38.0,5.0,433.0,12.0,0.466,0.34,0.107,2.5,8.9,5.6,29.1,2.4,0.8,10.7,18.4,0.1,0.3,0.4,0.044,-2.1,0.1,-2.0,0.0,none,-0.056984642671078174,-0.7100969683197524,0.0833166370857315,-0.22614245062649152,0.006046548171197672,-0.3652556690541126,-0.2115194242357509
497,497,Skylar Mays,26.0,POR,PG,21.0,5.0,356.0,11.9,0.457,0.355,0.123,2.7,9.4,5.8,31.8,1.9,0.8,11.0,19.5,0.0,0.2,0.3,0.034,-1.8,-0.5,-2.3,0.0,none,-0.0720236776309498,-0.7916434915509198,0.25971085618774103,-0.3166733336387308,-0.04950611315168024,-0.3652556690541126,-0.22256523813977538
498,498,Skylar Mays,26.0,LAL,SG,17.0,0.0,77.0,12.3,0.524,0.238,0.0,1.5,6.9,4.3,16.8,4.3,1.1,8.7,12.9,0.0,0.1,0.1,0.092,-3.5,2.9,-0.6,0.0,none,-0.011867537791463021,-0.18457492971889647,-0.7986544584243148,0.2084057878322572,0.26529230101129475,-0.3652556690541126,-0.14777575102420581
499,499,Chuma Okeke,25.0,ORL,SF,47.0,8.0,432.0,6.9,0.465,0.732,0.063,4.9,17.0,10.9,6.2,1.0,1.5,12.2,13.3,-0.3,0.6,0.3,0.029,-3.2,-0.2,-3.4,-0.2,none,-0.823975425624534,-0.7191576931232154,-0.7345111060235842,-0.36193877514485046,-0.2531992046688994,-0.5391869400322614,-0.5719948574362241
500,500,Dominick Barlow,20.0,SAS,PF,33.0,1.0,420.0,14.6,0.548,0.08,0.372,11.5,17.7,14.5,11.7,1.4,2.8,6.4,14.1,0.7,0.4,1.1,0.126,-1.7,0.0,-1.7,0.0,none,0.3340302662855855,0.03288246556421657,-0.606224401222123,0.5162107900738708,0.06159920949407563,-0.3652556690541126,-0.004459556476414504
501,501,Reggie Bullock,32.0,HOU,SF,44.0,0.0,417.0,7.7,0.582,0.817,0.012,1.5,17.4,9.4,4.6,1.4,1.1,10.8,9.4,0.1,0.5,0.6,0.072,-2.9,0.5,-2.4,0.0,none,-0.7036631459455605,0.340947108881959,-1.3599087919307082,0.02734402180777853,-0.0680236669259729,-0.3652556690541126,-0.3547600238611028
502,502,Patty Mills,35.0,2TM,PG,32.0,5.0,415.0,7.2,0.467,0.664,0.084,2.3,7.1,4.7,11.1,2.4,0.2,10.5,15.9,-0.3,0.4,0.1,0.009,-5.0,0.4,-4.6,-0.3,none,-0.7788583207449189,-0.7010362435162893,-0.3175793154188349,-0.543000541169329,-0.47540984996041113,-0.6261525755213359,-0.5736728077218531
503,503,Patty Mills,35.0,ATL,PG,19.0,0.0,202.0,6.6,0.5,0.667,0.0,2.6,8.4,5.4,8.7,2.1,0.4,13.6,12.2,-0.1,0.1,0.0,0.008,-4.1,0.4,-3.8,-0.1,none,-0.869092530504149,-0.40203232500200947,-0.9109053251255937,-0.552053629470553,-0.32726941976607,-0.45222130454318704,-0.5855957557352603
504,504,Patty Mills,35.0,MIA,PG,13.0,5.0,213.0,7.9,0.448,0.663,0.138,2.1,5.9,4.0,13.4,2.6,0.0,8.6,19.4,-0.2,0.3,0.0,0.009,-5.8,0.5,-5.3,-0.2,none,-0.6735850760258171,-0.8731900147820872,0.24367501808755818,-0.543000541169329,-0.6050327263804597,-0.5391869400322614,-0.4983867133837327
505,505,Trent Forrest,25.0,ATL,SG,38.0,0.0,414.0,8.9,0.426,0.111,0.189,2.8,10.9,6.7,27.6,1.3,0.7,17.0,11.8,0.1,0.1,0.2,0.027,-3.8,-0.7,-4.4,-0.3,none,-0.5231947264271003,-1.0725259604582742,-0.9750486775263242,-0.38004495174729835,-0.438374742411826,-0.6261525755213359,-0.6692236056820264
506,506,Svi Mykhailiuk,26.0,BOS,SF,41.0,2.0,413.0,11.7,0.575,0.788,0.066,3.0,10.0,6.7,11.0,1.3,0.2,7.8,16.1,0.5,0.4,0.9,0.106,-0.9,-0.9,-1.8,0.0,none,-0.10210174755069333,0.27752203525771774,-0.2855076392184694,0.3351490240493922,0.043081655719782966,-0.3652556690541126,-0.016185390132730414
507,507,Wesley Matthews,37.0,ATL,SG,36.0,3.0,413.0,8.2,0.511,0.711,0.247,2.3,12.1,7.0,6.9,1.9,2.4,6.9,11.7,0.2,0.3,0.4,0.049,-3.1,0.3,-2.8,-0.1,none,-0.6284679711462022,-0.302364352163916,-0.991084515626507,-0.1808770091203718,-0.1420938820231435,-0.45222130454318704,-0.44951817243722125
508,508,Aleksej Pokusevski,22.0,2TM,PF,28.0,0.0,405.0,12.7,0.525,0.455,0.339,4.6,20.4,12.3,12.0,1.8,3.0,12.0,17.2,0.0,0.4,0.4,0.05,-1.8,-0.1,-1.9,0.0,none,0.048288602048023495,-0.1755142049154334,-0.10911342011646039,-0.17182392081914788,0.024564101945490337,-0.3652556690541126,-0.12480908515194007
509,509,Aleksej Pokusevski,22.0,OKC,PF,10.0,0.0,60.0,2.5,0.338,0.688,0.25,3.9,14.3,9.3,9.7,0.8,1.5,14.5,15.0,-0.1,0.1,-0.1,-0.063,-7.7,-2.2,-9.9,-0.1,none,-1.485692963858888,-1.869869743163021,-0.4619018583204789,-1.1948228988574523,-1.4568401999979217,-0.45222130454318704,-1.1535581614568249
510,510,Aleksej Pokusevski,22.0,CHO,PF,18.0,0.0,345.0,14.5,0.552,0.419,0.352,4.7,21.5,12.9,12.4,2.0,3.2,11.7,17.6,0.2,0.3,0.5,0.07,-0.8,0.3,-0.5,0.1,none,0.3189912313257139,0.06912536477806874,-0.044970067715729374,0.009237845205330778,0.2838098547855874,-0.2782900335650381,0.05965069913565555
511,511,Luka Šamanić,24.0,UTA,PF,43.0,7.0,404.0,8.9,0.485,0.405,0.354,6.0,21.6,13.9,6.5,0.6,1.5,13.3,21.8,-0.4,0.2,-0.2,-0.029,-4.9,-2.9,-7.8,-0.6,none,-0.5231947264271003,-0.5379431970539551,0.6285351324919425,-0.8870178966158384,-1.067971570737776,-0.8870494819885593,-0.5457736233885478
512,512,Javon Freeman-Liberty,24.0,TOR,PG,22.0,6.0,403.0,10.7,0.547,0.339,0.29,4.3,15.1,9.6,13.4,1.2,0.9,15.2,17.5,0.1,0.2,0.2,0.029,-3.1,-2.0,-5.2,-0.3,none,-0.2524920971494101,0.023821740760753527,-0.06100590581591227,-0.36193877514485046,-0.5865151726061671,-0.6261525755213359,-0.3107137975794871
513,513,Derrick Rose,35.0,MEM,PG,24.0,7.0,399.0,13.1,0.54,0.248,0.164,1.8,10.9,6.2,32.3,1.0,0.5,14.9,22.3,0.1,0.3,0.4,0.046,-1.3,-1.5,-2.8,-0.1,none,0.10844474188751027,-0.03960333286348777,0.7087143229928559,-0.20803627402404362,-0.1420938820231435,-0.45222130454318704,-0.0041326214289159795
514,514,DeAndre Jordan,35.0,DEN,C,36.0,2.0,396.0,16.0,0.61,0.0,0.57,15.6,28.0,22.0,8.5,0.8,3.4,16.5,15.4,0.6,0.6,1.2,0.147,-1.7,-0.1,-1.7,0.0,none,0.5445767557237892,0.5946474033789242,-0.3977585059197482,0.7063256443995733,0.06159920949407563,-0.3652556690541126,0.1906891396704169
515,515,Kobe Brown,24.0,LAC,PF,44.0,0.0,394.0,7.6,0.49,0.533,0.022,5.9,11.6,8.9,8.1,1.5,1.4,9.0,11.1,0.1,0.3,0.5,0.055,-4.0,0.2,-3.8,-0.2,none,-0.7187021809054323,-0.4926395730366399,-1.087299544227603,-0.12655847931302824,-0.32726941976607,-0.5391869400322614,-0.5486093562135058
516,516,Lester Quiñones,23.0,GSW,SG,37.0,0.0,394.0,10.3,0.533,0.624,0.206,5.8,13.8,9.9,12.0,0.7,0.5,10.0,18.3,0.3,0.3,0.6,0.068,-2.0,-1.3,-3.3,-0.1,none,-0.31264823698889666,-0.10302840648772907,0.06728079898554917,-0.0088683313971171,-0.23468165089460674,-0.45222130454318704,-0.17402785522099792
